Date,SCHD,SPY,QQQ,QLD,UPRO,TQQQ,TLT,IEF,SHY,IAU,SGOV
1975-01-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1975-01-03,100.54184378556019,100.67908969413641,100.9119095868841,101.82288407131097,102.07292975737626,102.7431268912149,100.07676684030382,100.03330155893515,100.00571369012383,100.0,100.0280038447181
1975-01-06,100.94773212177184,101.18839306089973,101.78974264991771,103.59312454160674,103.64634234053476,105.43055110837041,100.19239241801014,100.08343280812382,100.014311951088,99.8499994271941,100.05544717678883
1975-01-07,100.89138085061356,101.1176532703482,102.04798493842797,104.1167860996603,103.42683774219445,106.22993968337741,100.19239241801014,100.08343280812382,100.014311951088,99.34976122679716,100.08265439068107
1975-01-08,99.78530428187639,99.73117965103812,101.37660349523844,102.75809617946146,99.18728039685456,104.16000987665032,100.3085928299011,100.133780300775,100.02294371089957,101.34854545424203,100.10909724287198
1975-01-09,101.06040149870728,101.32986089689977,102.87455766846287,105.80173405696245,104.08625109821436,108.81565368581401,100.62130964331715,100.26911095002858,100.04612748934207,101.79748155694045,100.1356689705498
1975-01-10,102.67926825987159,103.36689261415961,105.14907807468587,110.50774408206152,110.56002924231005,116.14603252492317,100.7001446740089,100.30318983649731,100.05196152930502,103.29187314650238,100.16228839155754
1975-01-13,102.34255281057148,102.94252882296371,104.5457832518547,109.2495923611288,109.18975432967721,114.17072338697835,100.38638162368463,100.1674663011237,100.02871695574844,101.94706311586852,100.18928075026565
1975-01-14,101.63451885732518,102.05134121401196,104.14941159285145,108.42687351366322,106.34924172972782,112.88515273345598,100.38638162368463,100.1674663011237,100.02871695574844,101.94706311586852,100.21668700525532
1975-01-15,102.15162328260404,102.70205606401876,105.4594029729605,111.15770795238642,108.41834117160147,117.1708858077604,100.23106176920413,100.10019119196953,100.01718546952971,101.2986458917303,100.24332796357538
1975-01-16,102.05050833653975,102.57474930311805,107.0633661741493,114.54737653998508,108.01143605394773,122.56390730147129,100.3085928299011,100.133780300775,100.02294371089957,100.19995005630429,100.27038284548813
1975-01-17,100.82375538144068,101.03277373722545,106.3733644021569,113.0829819356808,103.16386913920238,120.22413505470165,100.34745491561029,100.15061115662147,100.02582845305832,98.69890503081635,100.2967939071808
1975-01-20,100.959003112107,101.20254313958851,106.44235739136198,113.22898436973108,103.69028727609384,120.4567405089821,100.19239241801014,100.08343280812382,100.014311951088,100.74951505028108,100.32239780860881
1975-01-21,100.53056063194859,100.66493914451107,105.99394342439048,112.28172907721752,102.0294439426158,118.95027440783733,100.3085928299011,100.133780300775,100.02294371089957,99.4998709394262,100.3485375572905
1975-01-22,101.70200345152958,102.13621528569168,105.89047972755303,112.06372856701255,106.61760468627597,118.6044707543531,100.3085928299011,100.133780300775,100.02294371089957,99.79999197986811,100.37395103370454
1975-01-23,102.07297772148343,102.60303618454678,106.52859141973853,113.41160393183915,108.10175960474216,120.74789329244592,100.0383518551406,100.01663889485397,100.00285500296535,100.84938922437283,100.39908578606654
1975-01-24,103.09415388786105,103.89025779217067,108.06418903836514,116.68808591375975,112.26579055788912,126.01114462379293,99.96171109182299,99.98338481059447,99.9971486718486,102.39561721083565,100.42186348663384
1975-01-27,105.76371808911051,107.27048409860333,110.93080592725839,122.92874912580261,123.70932324851572,136.24018182774725,100.0,100.0,100.0,101.0490945897104,100.44423878907884
