Date,SCHD,SPY,QQQ,TQQQ,TLT,SGOV,IAU
2002-09-09,1311.6649280915985,1503.6812146640164,2142.669513462689,927417.9770806698,120.02820858036034,635.756955364578,165.49432267769885
2002-09-10,1300.828078125091,1520.9308863287333,2195.5878144870057,997375.4037631934,120.60554706815026,635.7998026625337,163.97069324166998
2002-09-11,1299.9828182683739,1511.4774798522583,2177.0199566312813,972443.4725407488,119.97324733983751,635.8423947143704,163.38758778122536
2002-09-12,1264.9135922837531,1483.6124847547637,2117.6045636302615,895452.9818435884,120.90787852053488,635.8852477705725,164.41903158094806
2002-09-13,1275.8549167613915,1487.2604509896917,2134.3155731240813,916681.4815878085,122.02122857063829,635.9281037148872,163.38758778122536
2002-09-16,1278.0392576397771,1490.9099593790195,2103.6786180915255,878014.0520466772,122.2272383848919,635.9709625475093,163.56703689846114
2002-09-17,1252.6665598547372,1456.7433358615424,2059.1165518713265,823729.9506874128,122.46091849482079,636.0143406753098,163.43245273535442
2002-09-18,1253.499890418367,1442.1478083051315,2035.9092847518991,796364.6640342543,122.4884214298368,636.057463540882,165.04640806068946
2002-09-19,1224.7551633253574,1404.8284428846614,2003.4156899452119,759074.2676393079,123.31309665735664,636.1000728533492,165.98682607390293
2002-09-20,1229.4972077557645,1405.2954265141325,2011.7708818104607,768549.5267691495,122.73580279907588,636.1419102529561,165.6734393493677
2002-09-23,1215.612031459779,1393.8003039957393,1951.427481804037,701855.733993567,123.83536233085081,636.1837504042813,166.0763493940929
2002-09-24,1191.7407602718738,1371.30856036899,1952.3552802216684,702850.8700733805,124.63257925286382,636.2255933075052,167.46307020313526
2002-09-25,1220.2772045474794,1405.2954265141325,2030.3383224906388,789886.7496700268,123.12068768601763,636.267438962809,165.85252797973746
2002-09-26,1251.9234369119083,1428.2870209360187,2005.2727468948901,761173.5264424903,122.83204633556592,636.3095456940705,165.00160692269682
2002-09-27,1221.6606053256905,1378.6398660054117,1978.3501143494632,731114.9175285132,123.75289815531202,636.3513968710681,164.73276307555844
2002-09-30,1215.1812376397245,1362.6456044075387,1923.5753821387896,672416.3579369469,124.24780593969498,636.3927340851296,166.5686028675584
2002-10-01,1251.6904373794732,1428.1199863374895,2040.549528366697,801787.2097175489,122.70658162795749,636.4325237371265,165.22559500709818
2002-10-02,1215.3744659675644,1385.3039007095663,1972.7804036148445,724996.5923088272,123.41013236763413,636.472832658327,165.49432267769885
2002-10-03,1201.7937221692837,1371.30856036899,1925.4326476762412,674353.4363969968,123.10674096440708,636.5128857254532,165.31517792558412
2002-10-04,1176.5965497335862,1346.151588399179,1889.2263990846136,637254.7914879895,123.4929758940007,636.5526828897796,165.71821413430513
2002-10-07,1157.7595383244789,1318.3289061630553,1871.5877997609362,619683.6472471653,123.6999898722103,636.5935163003325,165.62866281184975
2002-10-08,1167.8723059804918,1338.988184823137,1875.3010793091973,623355.6203084472,123.74130564030936,636.6348692424065,163.97069324166998
2002-10-09,1119.807841145039,1301.1690649921802,1862.3035579514128,610565.6436514203,124.37595957522993,636.675707925028,164.59831732611676
2002-10-10,1166.5937280442877,1343.3193254575879,1956.9971925386558,707843.7651124992,123.3964534230785,636.7155152696067,163.07348310745138
2002-10-11,1191.395209425841,1402.1304437605836,2062.830874358457,828166.9370576419,121.93396672286548,636.7555836086851,162.98372282616097
2002-10-14,1194.6561159333437,1409.9609254995917,2086.9684429488007,857388.2491543504,121.75458956819938,636.7956544692538,163.6118947218393
2002-10-15,1227.3702467167122,1477.7682014992472,2187.23283120953,986104.8682811321,118.87114392604087,636.8357278514708,161.27691126977075
