% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=299624, Mon Nov  6 15:06:18 2023, <python>{}</python>
1 160 1.1022492126044456 1 0 73610.3 0.08000000000000002 0.7000000000000001
2 320 1.1579841106572428 1 0 73610.3 0.08000000000000002 0.7000000000000001
3 480 1.126332021458729 1 0 73610.3 0.08000000000000002 0.7000000000000001
4 640 1.2305886814998628 1 0 73610.3 0.08000000000000002 0.7000000000000001
5 800 1.1704786470892858 1 0 73610.3 0.08000000000000002 0.7000000000000001
6 960 1.3613478488688113 1 0 73610.3 0.08000000000000002 0.7000000000000001
7 1120 1.4279655566141924 1 0 73610.3 0.08000000000000002 0.7000000000000001
8 1280 1.6587073826666836 1 0 73610.3 0.08000000000000002 0.7000000000000001
9 1440 2.1464369694215395 1 0 73610.3 0.08000000000000002 0.7000000000000001
10 1600 2.783101345001065 1 0 73610.3 0.08000000000000002 0.683727601698601
11 1760 3.384910961394828 1 0 73610.3 0.08000000000000002 0.683727601698601
12 1920 5.1442219366548505 1 0 73610.3 0.08000000000000002 0.683727601698601
13 2080 6.970736903014136 1 0 73610.3 0.07687795577045192 0.683727601698601
14 2240 7.307708994354313 1 0 73610.3 0.07687795577045192 0.683727601698601
15 2400 7.4826679275193015 1 0 73610.3 0.07687795577045192 0.683727601698601
16 2560 7.535159365234201 1 0 73610.3 0.07687795577045192 0.683727601698601
17 2720 7.342186184796085 1 0 73610.3 0.07687795577045192 0.683727601698601
18 2880 7.437283968790955 1 0 73610.3 0.07687795577045192 0.683727601698601
19 3040 7.205025768517559 1 0 73610.3 0.07687795577045192 0.683727601698601
20 3200 7.8340850055338995 1 0 73610.3 0.07687795577045192 0.683727601698601
21 3360 7.20606464936918 1 0 73610.3 0.07687795577045192 0.683727601698601
22 3520 6.7915323807784365 1 0 73610.3 0.07687795577045192 0.683727601698601
23 3680 6.5972374613539015 1 0 73610.3 0.07687795577045192 0.683727601698601
24 3840 6.05408363877373 1 0 73610.3 0.07687795577045192 0.683727601698601
25 4000 6.346000520069779 1 0 73610.3 0.07687795577045192 0.683727601698601
26 4160 6.284457844367542 1 0 73610.3 0.07687795577045192 0.683727601698601
27 4320 5.8619909616478285 1 0 73610.3 0.07687795577045192 0.683727601698601
28 4480 5.462854830393109 1 0 73610.3 0.07687795577045192 0.683727601698601
29 4640 5.878868983785815 1 0 73610.3 0.07687795577045192 0.683727601698601
30 4800 5.570800652944045 1 0 73610.3 0.07687795577045192 0.683727601698601
31 4960 5.237992121286554 1 0 73610.3 0.07687795577045192 0.683727601698601
32 5120 4.6498767683147095 1 0 73610.3 0.07687795577045192 0.683727601698601
33 5280 4.6797250466629325 1 0 73610.3 0.07687795577045192 0.683727601698601
